location,camera,direction,time,car_5min,motorbike_5min,bus_5min,truck_5min,total_vehicles_5min,hour,minute,time_slot,is_morning_peak,is_evening_peak
RTOChowk,r2,RIGHT,2026-09-10 10:00:00,52,87,11,17,167,10,0,10:00-05,1,0
RTOChowk,r3,UP,2026-09-10 07:00:00,56,79,12,12,159,7,0,07:00-05,0,0
RTOChowk,r3,UP,2026-09-10 07:05:00,47,67,10,15,139,7,5,07:05-10,0,0
RTOChowk,r3,UP,2026-09-10 07:10:00,46,59,8,15,128,7,10,07:10-15,0,0
RTOChowk,r3,UP,2026-09-10 07:15:00,50,76,9,14,149,7,15,07:15-20,0,0
RTOChowk,r3,UP,2026-09-10 07:20:00,42,70,6,14,132,7,20,07:20-25,0,0
RTOChowk,r3,UP,2026-09-10 07:25:00,55,69,13,12,149,7,25,07:25-30,0,0
RTOChowk,r3,UP,2026-09-10 07:30:00,45,73,11,15,144,7,30,07:30-35,0,0
RTOChowk,r3,UP,2026-09-10 07:35:00,53,74,10,15,152,7,35,07:35-40,0,0
RTOChowk,r3,UP,2026-09-10 07:40:00,44,67,10,17,138,7,40,07:40-45,0,0
RTOChowk,r3,UP,2026-09-10 07:45:00,37,56,9,17,119,7,45,07:45-50,0,0
RTOChowk,r3,UP,2026-09-10 07:50:00,48,67,7,11,133,7,50,07:50-55,0,0
RTOChowk,r3,UP,2026-09-10 07:55:00,48,71,9,24,152,7,55,07:55-00,0,0
RTOChowk,r3,UP,2026-09-10 08:00:00,71,113,15,23,222,8,0,08:00-05,1,0
RTOChowk,r3,UP,2026-09-10 08:05:00,77,125,17,18,237,8,5,08:05-10,1,0
RTOChowk,r3,UP,2026-09-10 08:10:00,72,114,19,36,241,8,10,08:10-15,1,0
RTOChowk,r3,UP,2026-09-10 08:15:00,83,113,17,9,222,8,15,08:15-20,1,0
RTOChowk,r3,UP,2026-09-10 08:20:00,71,109,19,35,234,8,20,08:20-25,1,0
RTOChowk,r3,UP,2026-09-10 08:25:00,69,115,15,31,230,8,25,08:25-30,1,0
RTOChowk,r3,UP,2026-09-10 08:30:00,70,108,17,31,226,8,30,08:30-35,1,0
RTOChowk,r3,UP,2026-09-10 08:35:00,71,116,13,19,219,8,35,08:35-40,1,0
RTOChowk,r3,UP,2026-09-10 08:40:00,80,103,11,26,220,8,40,08:40-45,1,0
RTOChowk,r3,UP,2026-09-10 08:45:00,91,126,15,15,247,8,45,08:45-50,1,0
RTOChowk,r3,UP,2026-09-10 08:50:00,58,92,12,21,183,8,50,08:50-55,1,0
RTOChowk,r3,UP,2026-09-10 08:55:00,82,124,13,13,232,8,55,08:55-00,1,0
RTOChowk,r3,UP,2026-09-10 09:00:00,71,105,14,17,207,9,0,09:00-05,1,0
RTOChowk,r3,UP,2026-09-10 09:05:00,68,108,13,23,212,9,5,09:05-10,1,0
RTOChowk,r3,UP,2026-09-10 09:10:00,65,98,11,24,198,9,10,09:10-15,1,0
RTOChowk,r3,UP,2026-09-10 09:15:00,65,105,18,30,218,9,15,09:15-20,1,0
RTOChowk,r3,UP,2026-09-10 09:20:00,70,116,20,28,234,9,20,09:20-25,1,0
RTOChowk,r3,UP,2026-09-10 09:25:00,72,114,10,17,213,9,25,09:25-30,1,0
RTOChowk,r3,UP,2026-09-10 09:30:00,64,101,13,35,213,9,30,09:30-35,1,0
RTOChowk,r3,UP,2026-09-10 09:35:00,79,113,15,24,231,9,35,09:35-40,1,0
RTOChowk,r3,UP,2026-09-10 09:40:00,78,117,14,30,239,9,40,09:40-45,1,0
RTOChowk,r3,UP,2026-09-10 09:45:00,78,121,19,29,247,9,45,09:45-50,1,0
RTOChowk,r3,UP,2026-09-10 09:50:00,80,128,19,22,249,9,50,09:50-55,1,0
RTOChowk,r3,UP,2026-09-10 09:55:00,69,110,17,14,210,9,55,09:55-00,1,0
RTOChowk,r3,UP,2026-09-10 10:00:00,80,118,14,19,231,10,0,10:00-05,1,0
RTOChowk,r3,DOWN,2026-09-10 07:00:00,46,74,7,20,147,7,0,07:00-05,0,0
RTOChowk,r3,DOWN,2026-09-10 07:05:00,46,71,9,25,151,7,5,07:05-10,0,0
RTOChowk,r3,DOWN,2026-09-10 07:10:00,51,74,8,11,144,7,10,07:10-15,0,0
RTOChowk,r3,DOWN,2026-09-10 07:15:00,47,71,11,17,146,7,15,07:15-20,0,0
RTOChowk,r3,DOWN,2026-09-10 07:20:00,50,80,12,7,149,7,20,07:20-25,0,0
RTOChowk,r3,DOWN,2026-09-10 07:25:00,39,70,10,12,131,7,25,07:25-30,0,0
RTOChowk,r3,DOWN,2026-09-10 07:30:00,52,72,8,24,156,7,30,07:30-35,0,0
RTOChowk,r3,DOWN,2026-09-10 07:35:00,46,78,12,14,150,7,35,07:35-40,0,0
RTOChowk,r3,DOWN,2026-09-10 07:40:00,45,59,8,13,125,7,40,07:40-45,0,0
RTOChowk,r3,DOWN,2026-09-10 07:45:00,50,69,9,12,140,7,45,07:45-50,0,0
RTOChowk,r3,DOWN,2026-09-10 07:50:00,46,73,10,8,137,7,50,07:50-55,0,0
RTOChowk,r3,DOWN,2026-09-10 07:55:00,41,69,11,15,136,7,55,07:55-00,0,0
RTOChowk,r3,DOWN,2026-09-10 08:00:00,76,119,17,26,238,8,0,08:00-05,1,0
RTOChowk,r3,DOWN,2026-09-10 08:05:00,74,124,12,26,236,8,5,08:05-10,1,0
RTOChowk,r3,DOWN,2026-09-10 08:10:00,83,131,14,29,257,8,10,08:10-15,1,0
RTOChowk,r3,DOWN,2026-09-10 08:15:00,67,117,11,29,224,8,15,08:15-20,1,0
RTOChowk,r3,DOWN,2026-09-10 08:20:00,78,121,17,17,233,8,20,08:20-25,1,0
RTOChowk,r3,DOWN,2026-09-10 08:25:00,67,103,16,34,220,8,25,08:25-30,1,0
RTOChowk,r3,DOWN,2026-09-10 08:30:00,87,122,17,4,230,8,30,08:30-35,1,0
RTOChowk,r3,DOWN,2026-09-10 08:35:00,89,126,13,18,246,8,35,08:35-40,1,0
RTOChowk,r3,DOWN,2026-09-10 08:40:00,88,111,19,16,234,8,40,08:40-45,1,0
RTOChowk,r3,DOWN,2026-09-10 08:45:00,71,111,17,27,226,8,45,08:45-50,1,0
RTOChowk,r3,DOWN,2026-09-10 08:50:00,61,96,16,24,197,8,50,08:50-55,1,0
RTOChowk,r3,DOWN,2026-09-10 08:55:00,73,100,11,24,208,8,55,08:55-00,1,0
RTOChowk,r3,DOWN,2026-09-10 09:00:00,74,107,18,28,227,9,0,09:00-05,1,0
RTOChowk,r3,DOWN,2026-09-10 09:05:00,75,117,11,17,220,9,5,09:05-10,1,0
RTOChowk,r3,DOWN,2026-09-10 09:10:00,82,120,15,38,255,9,10,09:10-15,1,0
RTOChowk,r3,DOWN,2026-09-10 09:15:00,74,114,12,25,225,9,15,09:15-20,1,0
RTOChowk,r3,DOWN,2026-09-10 09:20:00,83,104,18,21,226,9,20,09:20-25,1,0
RTOChowk,r3,DOWN,2026-09-10 09:25:00,77,116,14,20,227,9,25,09:25-30,1,0
RTOChowk,r3,DOWN,2026-09-10 09:30:00,84,125,18,23,250,9,30,09:30-35,1,0
RTOChowk,r3,DOWN,2026-09-10 09:35:00,66,109,15,25,215,9,35,09:35-40,1,0
RTOChowk,r3,DOWN,2026-09-10 09:40:00,79,100,11,26,216,9,40,09:40-45,1,0
RTOChowk,r3,DOWN,2026-09-10 09:45:00,71,116,16,30,233,9,45,09:45-50,1,0
RTOChowk,r3,DOWN,2026-09-10 09:50:00,76,114,15,13,218,9,50,09:50-55,1,0
RTOChowk,r3,DOWN,2026-09-10 09:55:00,77,108,11,26,222,9,55,09:55-00,1,0
RTOChowk,r3,DOWN,2026-09-10 10:00:00,67,114,14,19,214,10,0,10:00-05,1,0
RTOChowk,r3,LEFT,2026-09-10 07:00:00,31,53,7,12,103,7,0,07:00-05,0,0
RTOChowk,r3,LEFT,2026-09-10 07:05:00,32,52,6,9,99,7,5,07:05-10,0,0
RTOChowk,r3,LEFT,2026-09-10 07:10:00,29,46,5,17,97,7,10,07:10-15,0,0
RTOChowk,r3,LEFT,2026-09-10 07:15:00,33,42,7,6,88,7,15,07:15-20,0,0
RTOChowk,r3,LEFT,2026-09-10 07:20:00,34,55,7,14,110,7,20,07:20-25,0,0
RTOChowk,r3,LEFT,2026-09-10 07:25:00,37,51,6,13,107,7,25,07:25-30,0,0
RTOChowk,r3,LEFT,2026-09-10 07:30:00,35,47,6,13,101,7,30,07:30-35,0,0
RTOChowk,r3,LEFT,2026-09-10 07:35:00,32,46,7,8,93,7,35,07:35-40,0,0
RTOChowk,r3,LEFT,2026-09-10 07:40:00,33,50,5,15,103,7,40,07:40-45,0,0
RTOChowk,r3,LEFT,2026-09-10 07:45:00,35,56,6,8,105,7,45,07:45-50,0,0
RTOChowk,r3,LEFT,2026-09-10 07:50:00,30,44,7,11,92,7,50,07:50-55,0,0
RTOChowk,r3,LEFT,2026-09-10 07:55:00,43,59,8,11,121,7,55,07:55-00,0,0
RTOChowk,r3,LEFT,2026-09-10 08:00:00,57,80,9,9,155,8,0,08:00-05,1,0
RTOChowk,r3,LEFT,2026-09-10 08:05:00,53,85,10,11,159,8,5,08:05-10,1,0
RTOChowk,r3,LEFT,2026-09-10 08:10:00,53,79,14,11,157,8,10,08:10-15,1,0
RTOChowk,r3,LEFT,2026-09-10 08:15:00,42,62,7,19,130,8,15,08:15-20,1,0
RTOChowk,r3,LEFT,2026-09-10 08:20:00,58,86,10,10,164,8,20,08:20-25,1,0
RTOChowk,r3,LEFT,2026-09-10 08:25:00,55,80,13,12,160,8,25,08:25-30,1,0
RTOChowk,r3,LEFT,2026-09-10 08:30:00,51,80,10,23,164,8,30,08:30-35,1,0
RTOChowk,r3,LEFT,2026-09-10 08:35:00,52,83,13,17,165,8,35,08:35-40,1,0
RTOChowk,r3,LEFT,2026-09-10 08:40:00,61,91,13,7,172,8,40,08:40-45,1,0
RTOChowk,r3,LEFT,2026-09-10 08:45:00,53,88,14,14,169,8,45,08:45-50,1,0
RTOChowk,r3,LEFT,2026-09-10 08:50:00,54,83,9,11,157,8,50,08:50-55,1,0
RTOChowk,r3,LEFT,2026-09-10 08:55:00,51,76,7,14,148,8,55,08:55-00,1,0
RTOChowk,r3,LEFT,2026-09-10 09:00:00,66,88,12,15,181,9,0,09:00-05,1,0
RTOChowk,r3,LEFT,2026-09-10 09:05:00,62,89,9,9,169,9,5,09:05-10,1,0
RTOChowk,r3,LEFT,2026-09-10 09:10:00,55,70,9,19,153,9,10,09:10-15,1,0
RTOChowk,r3,LEFT,2026-09-10 09:15:00,45,72,10,23,150,9,15,09:15-20,1,0
RTOChowk,r3,LEFT,2026-09-10 09:20:00,51,81,13,25,170,9,20,09:20-25,1,0
RTOChowk,r3,LEFT,2026-09-10 09:25:00,58,85,12,18,173,9,25,09:25-30,1,0
RTOChowk,r3,LEFT,2026-09-10 09:30:00,51,74,8,21,154,9,30,09:30-35,1,0
RTOChowk,r3,LEFT,2026-09-10 09:35:00,56,75,8,23,162,9,35,09:35-40,1,0
RTOChowk,r3,LEFT,2026-09-10 09:40:00,57,79,8,14,158,9,40,09:40-45,1,0
RTOChowk,r3,LEFT,2026-09-10 09:45:00,56,77,11,21,165,9,45,09:45-50,1,0
RTOChowk,r3,LEFT,2026-09-10 09:50:00,56,80,9,13,158,9,50,09:50-55,1,0
RTOChowk,r3,LEFT,2026-09-10 09:55:00,56,72,9,19,156,9,55,09:55-00,1,0
RTOChowk,r3,LEFT,2026-09-10 10:00:00,55,85,10,17,167,10,0,10:00-05,1,0
RTOChowk,r3,RIGHT,2026-09-10 07:00:00,34,48,5,12,99,7,0,07:00-05,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:05:00,35,47,6,6,94,7,5,07:05-10,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:10:00,36,56,9,19,120,7,10,07:10-15,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:15:00,37,53,5,8,103,7,15,07:15-20,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:20:00,40,49,9,9,107,7,20,07:20-25,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:25:00,39,50,5,16,110,7,25,07:25-30,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:30:00,27,45,5,14,91,7,30,07:30-35,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:35:00,30,48,6,12,96,7,35,07:35-40,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:40:00,31,51,7,11,100,7,40,07:40-45,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:45:00,33,56,6,15,110,7,45,07:45-50,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:50:00,37,49,7,9,102,7,50,07:50-55,0,0
RTOChowk,r3,RIGHT,2026-09-10 07:55:00,36,50,6,18,110,7,55,07:55-00,0,0
RTOChowk,r3,RIGHT,2026-09-10 08:00:00,59,88,14,7,168,8,0,08:00-05,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:05:00,58,94,12,21,185,8,5,08:05-10,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:10:00,50,88,10,17,165,8,10,08:10-15,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:15:00,58,81,11,22,172,8,15,08:15-20,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:20:00,45,81,9,17,152,8,20,08:20-25,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:25:00,47,74,9,22,152,8,25,08:25-30,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:30:00,56,78,9,17,160,8,30,08:30-35,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:35:00,61,92,14,9,176,8,35,08:35-40,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:40:00,58,84,8,10,160,8,40,08:40-45,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:45:00,57,72,11,14,154,8,45,08:45-50,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:50:00,52,74,14,19,159,8,50,08:50-55,1,0
RTOChowk,r3,RIGHT,2026-09-10 08:55:00,47,71,8,24,150,8,55,08:55-00,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:00:00,56,81,9,6,152,9,0,09:00-05,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:05:00,53,73,12,17,155,9,5,09:05-10,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:10:00,51,84,12,13,160,9,10,09:10-15,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:15:00,58,84,8,6,156,9,15,09:15-20,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:20:00,60,86,10,5,161,9,20,09:20-25,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:25:00,44,63,11,18,136,9,25,09:25-30,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:30:00,55,79,13,6,153,9,30,09:30-35,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:35:00,56,75,13,8,152,9,35,09:35-40,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:40:00,54,89,13,12,168,9,40,09:40-45,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:45:00,58,87,10,13,168,9,45,09:45-50,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:50:00,53,84,9,21,167,9,50,09:50-55,1,0
RTOChowk,r3,RIGHT,2026-09-10 09:55:00,53,81,11,13,158,9,55,09:55-00,1,0
RTOChowk,r3,RIGHT,2026-09-10 10:00:00,54,77,9,12,152,10,0,10:00-05,1,0
